model_name,num_children,has_parent,is_in_records,license,author
LoneStriker/openbuddy-mixtral-8x7b-v16.2-32k-4.0bpw-h6-exl2,0,False,True,apache-2.0,
LoneStriker/openbuddy-mixtral-8x7b-v16.2-32k-5.0bpw-h6-exl2,0,False,True,apache-2.0,
LoneStriker/openbuddy-mixtral-8x7b-v16.2-32k-6.0bpw-h6-exl2,0,False,True,apache-2.0,
LoneStriker/openbuddy-zephyr-7b-v14.1-3.0bpw-h6-exl2,0,False,True,apache-2.0,
LoneStriker/openbuddy-zephyr-7b-v14.1-4.0bpw-h6-exl2,0,False,True,apache-2.0,
LoneStriker/openinstruct-mistral-7b-3.0bpw-h6-exl2,0,False,True,apache-2.0,
LoneStriker/openinstruct-mistral-7b-5.0bpw-h6-exl2,0,False,True,apache-2.0,
ManishThota/openchat_3.5-finetuned-adapters,0,False,True,,
LoneStriker/openinstruct-mistral-7b-6.0bpw-h6-exl2,0,False,True,apache-2.0,
MNCJihunKim/Mistral-7B-OpenOrca-orca-platy-out1kover,0,False,True,,
MR-SHAH/OpenBalleU1.1,0,False,True,cc-by-nc-nd-4.0,
MR-SHAH/OpenZalleQ1.1,0,False,True,artistic-2.0,
MSheng-Lee/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
MSheng-Lee/geox-open-source,0,False,True,,
MUSKAN17/OpenCvModel,0,False,True,apache-2.0,
MYJOKERML/openasqa_audioset_jsons_thinking,0,False,True,,
MYomly/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
Maaaaars/openvla,0,False,True,,
Mactor/openclip_ft_lasbird,0,False,True,,
Magamanny/openjourney,0,False,True,,
Mahafit/openai-whisper-large-v3-colab,0,False,True,,
MahdinourabadiAI/openai-whisper-tiny-lora-colab,0,False,True,,
MahradHosseini/openvino-bge-m3,0,False,True,,
Mairelles/OpenELM-instruct-fined-tuned,0,False,True,,
Majidni/openchat_model_AIM,0,False,True,,
Maker-0409/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
Makoto1995/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
MalikSEO/OpenAi,0,False,True,apache-2.0,
ManfredAabye/OpenSim,0,False,True,mit,
ManishThota/openchat_3.5-finetuned,0,False,True,apache-2.0,
MNCJihunKim/Mistral-7B-OpenOrca-OP-8k,0,False,True,,
MNCJihunKim/Mistral-7B-OpenOrca-OP-4k,0,False,True,,
MNCJihunKim/Mistral-7B-OpenOrca-OP-2k,0,False,True,,
Ludovicollin/openskills,0,False,True,,
LoneStriker/openinstruct-mistral-7b-8.0bpw-h8-exl2,0,False,True,apache-2.0,
Long16/openchat-fine-tune-v2,0,False,True,,
Loong-Ma/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
Lordiota/openrail,0,False,True,openrail,
Loren85/The-owl-house-Theme-Opening-Drums,0,False,True,openrail,
Loren85/icarly-Opening-Singer,0,False,True,openrail,
LoupGarou/sft_openassistant-guanaco,0,False,True,,
LucasHolo/openelm-450m-instruct,0,False,True,,
LudditeDrawslave/OpenAppMKT_AIvoiceModels,0,False,True,unknown,
LumPiniF/openmindmodel,0,False,True,,
MMADMAX/Qwen2.5-1.5B-Open-R1-Distill-grpo,0,False,True,,
LuyiCui/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
LuyiCui/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
LyaaaaaGames/open_llama_3b_v2,0,False,True,,
LyreZ/openchat-3.5-1210-cvparsing-v1-325,0,False,True,,
M14w/cpy_ani_openpose,0,False,True,,
MCeut/so101_openBin_putCube_act,0,False,True,apache-2.0,
MCeut/so101_openBin_putCube_diffpusht,0,False,True,apache-2.0,
MHosseinS/openpi-myexp,0,False,True,,
MIKE0117/OPEN,0,False,True,apache-2.0,
Mizuiro-sakura/open-calm-large-finetuned-databricks-dolly,0,False,True,mit,
ModelMystic/Mimic_open_llama_3b,0,False,True,apache-2.0,
OpenBA/OpenBA-InstructGen,0,False,True,,
Open-Orca/LlongOrca-13B-16k,0,False,True,llama2,
Norrawich/openthaiGPT_finetune_LST,0,False,True,,
Novaciano/Llama-3.2-1B-NSFW_Open_Erotic_GGUF,0,False,True,llama3.2,
NowaBwagel0/llama-68m-OpenOrca,0,False,True,,
Nutanix/open-instruct-stanford-alpaca-7b_checkpoint-8850_20241003-065031-merged,0,False,True,,
Nweder/Llama-3-8B-INT4-Instruct-OpenVino,0,False,True,llama3,
O1-OPEN/OpenO1-Qwen-7B-v0.1,0,False,True,apache-2.0,
OPENZEKA/qwen2-7B-finetuned,0,False,True,,
Observer/llava-openvla-kuka_33_franctal_33_bridge_33,0,False,True,,
OctavianB/RoBERTa-openAI-detector-fintuned,0,False,True,,
OctoThinker/Llama_32_3B_megamath_web_pro_open_r1_longcot_general_ins_89_10_1_bs4M_seq16k_20B,0,False,True,,
Oktogazh/openai-whisper-large-v3-colab,0,False,True,,
Olivia-123/open_llama_3b_v2_chat_dolly,0,False,True,,
OmBhandwalkar/openai-whisper-large-v2-LORA-colab,0,False,True,,
OneFineStarstuff/open_ended_question_generator.py,0,False,True,,
OnlyCheeini/Gemma-OpenMath,0,False,True,,
Open-COT-Data/MM-Verify,0,False,True,,
Open-Darija-Tamazight/chat-darija,0,False,True,,
Open-Darija-Tamazight/tamazight-english-translate,0,False,True,,
Open-Darija-Tamazight/translate-tmz-english,0,False,True,,
Open-Foundation-Models/PolyNorm_1B,0,False,True,apache-2.0,
Open-Foundation-Models/PolyReLU_1B,0,False,True,apache-2.0,
Norquinal/OpenCAI-7B-LoRA,0,False,True,cc-by-nc-4.0,
Norquinal/OpenCAI-13B-LoRA,0,False,True,cc-by-nc-4.0,
Noodle-bg/open_llama_3b_v2-20_newsgroup_full_noisy,0,False,True,,
NickyNicky/bloom-560m-open-Orca-v1,0,False,True,,
NextGenWhu/openfin-1.5B-ZH-optimal,0,False,True,,
NextGenWhu/openfin-3B-ZH-optimal,0,False,True,,
NextGenWhu/openfin-ZH-base,0,False,True,,
Nguyenducdfdc/openrail,0,False,True,openrail,
NickKolok/openjourney-v2-inpainting,0,False,True,,
NickyNicky/Mixtral-2x7b-OpenOrca-oasst_top1_2023-08-25-v1.0,0,False,True,apache-2.0,
NickyNicky/OpenHermes-2.5-Mistral-7B-nbits-4-group_size-128-HQQ,0,False,True,apache-2.0,
NickyNicky/OpenHermes_fourier_merge_v1,0,False,True,apache-2.0,
NickyNicky/TinyLlama-1.1B-Chat-v1.0_Ultra_mini_OpenOrca_V1,0,False,True,,
NickyNicky/togethercomputer-LLaMA-2-7B-32K-open-Orca-v1,0,False,True,,
Noodle-bg/open_llama_3b_v2-20_newsgroup_full,0,False,True,,
NickyNicky/togethercomputer-LLaMA-2-7B-32K-open-Orca-v2,0,False,True,,
NikkiZed/openclip-vit-g-14,0,False,True,,
NikolayKozloff/Llama-3-Open-Ko-8B-Instruct-preview-GGUF,0,False,True,other,
NitroLLM/AMD-OLMo-1B-openvino,0,False,True,,
Nituiscool/openai-reverse-proxy,0,False,True,,
NitzanBar/sft_openassistant-guanaco,0,False,True,,
Noboru9925/openthai-fine-tuned,0,False,True,apache-2.0,
Noename/open_colorization,0,False,True,cc-by-4.0,
Nondzu/openchat-3.5-0106-speakleash-007-pl-8192-32-16-0.01,0,False,True,apache-2.0,
Open-Mind-AI/Mistral-7B-Instruct-v0.1-gguf,0,False,True,,
Open-Orca/LlongOrca-7B-16k,0,False,True,llama2,
NextGenWhu/openfin-0.5B-ZH-upzh,0,False,True,,
Open-Orca/Mistral-7B-OpenOrca-Platypus,0,False,True,,
OpenAssistant/falcon-40b-sft-top1-560,0,False,True,apache-2.0,
OpenAssistant/falcon-7b-sft-mix-2000,0,False,True,apache-2.0,
OpenAssistant/falcon-7b-sft-top1-696,0,False,True,apache-2.0,
OpenAssistant/galactica-6.7b-finetuned,0,False,True,,
OpenAssistant/llama2-13b-megacode2-oasst,0,False,True,other,
OpenAssistant/llama2-70b-oasst-sft-v10,0,False,True,llama2,
OpenAssistant/oasst-rlhf-2-llama-30b-7k-steps-xor,0,False,True,other,
OpenAssistant/oasst-rm-2-pythia-6.9b-epoch-1,0,False,True,apache-2.0,
OpenAssistant/oasst-rm-2.1-pythia-1.4b-epoch-2.5,0,False,True,apache-2.0,
OpenAssistant/oasst-sft-1-pythia-12b,0,False,True,apache-2.0,
OpenAssistant/oasst-sft-6-llama-30b-xor,0,False,True,other,
OpenAssistant/oasst-sft-7-llama-30b-xor,0,False,True,other,
OpenAssistant/pythia-12b-pre-v8-12.5k-steps,0,False,True,apache-2.0,
OpenAssistant/pythia-12b-sft-v8-2.5k-steps,0,False,True,apache-2.0,
OpenAssistant/pythia-12b-sft-v8-7k-steps,0,False,True,apache-2.0,
OpenAssistant/pythia-12b-sft-v8-rlhf-2k-steps,0,False,True,apache-2.0,
OpenAssistant/reward-model-deberta-v3-base,0,False,True,mit,
OpenAssistant/reward-model-deberta-v3-large,0,False,True,mit,
OpenAssistant/reward-model-deberta-v3-large-v2,0,False,True,mit,
OpenAssistant/reward-model-electra-large-discriminator,0,False,True,apache-2.0,
OpenAssistant/stablelm-7b-sft-v7-epoch-3,0,False,True,,
OpenAssistant/falcon-40b-sft-mix-1226,0,False,True,apache-2.0,
OpenAssistant/falcon-40b-megacode2-oasst,0,False,True,apache-2.0,
OpenAssistant/codellama-13b-oasst-sft-v10,0,False,True,llama2,
Open-Wars/Jueasdka,0,False,True,,
Open-Orca/OpenOrca,0,False,True,mit,
Open-Orca/oo-phi-1_5,0,False,True,,
Open-Reasoner-Zero/ORZ-R1-Distill-Qwen-14B,0,False,True,,
Open-Reasoner-Zero/Open-Reasoner-Zero-Critic-0.5B,0,False,True,mit,
Open-Reasoner-Zero/Open-Reasoner-Zero-Critic-1.5B,0,False,True,mit,
Open-Reasoner-Zero/Open-Reasoner-Zero-Critic-32B,0,False,True,mit,
Open-Reasoner-Zero/Open-Reasoner-Zero-Critic-7B,0,False,True,mit,
Open-TO/AE,0,False,True,,
Open-TO/Diff,0,False,True,,
Open123123/Open,0,False,True,,
OpenAppMKT/animeonnx,0,False,True,,
OpenAIFood/NutritionCalculator,0,False,True,afl-3.0,
OpenAU/Aloysius-2,0,False,True,,
OpenAesculapius/OpenAesculapius,0,False,True,apache-2.0,
OpenAppMKT/AnimeDiffuser,0,False,True,unknown,
OpenAppMKT/AnimeORT,0,False,True,unknown,
OpenAppMKT/AnimeOnix,0,False,True,unknown,
OpenAppMKT/BF_Adssets,0,False,True,unknown,
OpenAppMKT/Models,0,False,True,unknown,
OpenAppMKT/aiaudiogen,0,False,True,unknown,
NextGenWhu/openfin-1.5B-ZH-base,0,False,True,,
NextGenWhu/openfin-0.5B-ZH-upreg,0,False,True,,
MohamedAhmedAE/OpenAI_Clip_Roco_ALL_V1,0,False,True,,
Napl/Open-data,0,False,True,mit,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_cantonese5000cases_1024_nopacking,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_general,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_general_2048,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_general_2048_nopacking,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_general_4096,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_general_8192,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_math,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_medical,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_medical_8192,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_mix0f4_1024_nopacking,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_putonhua5000cases_1024_nopacking,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_putonhua500cases_2048_nopacking,0,False,True,,
MuntasirHossain/Meta-Llama-3-8B-OpenOrca,0,False,True,,
MuntasirHossain/Meta-Llama-3-8B-OpenOrca-GGUF,0,False,True,,
Mursel/falcon-7b-sharded-bf16-openassist,0,False,True,,
MythicalCow/llama2-7b-openhermes-15k-mini-Q4_K_M-GGUF,0,False,True,,
NEXAS/lama2-openassistant2,0,False,True,,
NOTKNOWN/big5_llama_openness_low,0,False,True,,
NajiAboo/cardio_qanda_openassistant_v5,0,False,True,,
NakamuraKen/my-openvino1,0,False,True,,
NakamuraKen/wai-openvino,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill_3_4096,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill-math200k-1epoch,0,False,True,,
Mumamonster/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
Moonsik93/openai_whisper-medium-whisperkit-demo,0,False,True,,
MohamedAhmedAE/OpenAI_Clip_Roco_ALL_V2,0,False,True,,
MohammedNasri/openai-whisper-large-v2-LORA-diacs,0,False,True,,
Monero/WizardLM-13b-OpenAssistant-Uncensored,0,False,True,,
Monero/WizardLM-OpenAssistant-30b-Native,0,False,True,,
Monero/WizardLM-OpenAssistant-30b-Uncensored-4bit,0,False,True,,
Monero/WizardLM-OpenAssistant-Guanaco-30b,0,False,True,,
Monimoy/openvino_phi2,0,False,True,,
Monk666/Llama-2-7b-pft-LOrA-TinyPixel_open_assistant,0,False,True,,
MonsterMMORPG/thibaud_controlnet_openpose_sdxl_1_0,0,False,True,,
MoriVi/open,0,False,True,,
Muluvo/openrail,0,False,True,openrail,
MoritzLaurer/open_models_special_prompts,0,False,True,,
MostafaAbbas/lamma-2-fine-tuning-openassistant,0,False,True,,
MrEatYoGirl/open-reverse-proxy,0,False,True,,
MrMemerMan/openai-reverse-proxy,0,False,True,,
Mrdimple/openpi,0,False,True,mit,
MrunalYewatkar45/Opengpt,0,False,True,other,
Muadil/t5_small_10k_model_with_openai_summarize_comparisons,0,False,True,,
Muennighoff/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
Muhammadidrees/OpenBioLLM-8B,0,False,True,,
Nano1337/openclip-negclip,0,False,True,mit,
Narendrashekhawat/openhermes-mistral-dpo-gptq,0,False,True,,
NextGenWhu/openfin-0.5B-ZH-upfin,0,False,True,,
NaruseShiroha/opencapybara-math-30B-2509-GGUF,0,False,True,,
Navya1602/open_model_mistral1,0,False,True,,
Navya1602/openness_llama2,0,False,True,,
Navya1602/openness_model_llama2,0,False,True,,
Navya1602/openness_model_llama3Instruct,0,False,True,,
Nayanjit/openhathi-finetuned-podcast-summarization,0,False,True,,
Neel32/Open,0,False,True,,
NekoPunchBBB/Llama-2-13b-hf_Open-Platypus-8bit-att,0,False,True,,
NekoPunchBBB/Llama-2-13b-hf_Open-Platypus-QLoRA-V100,0,False,True,,
NekoPunchBBB/Llama-2-13b-hf_Open-Platypus-QLoRA-multigpu,0,False,True,,
NekoPunchBBB/Llama2-13b-hf-Open-Platypus-QLoRA-att,0,False,True,,
NekoPunchBBB/llama-2-13b-open-platypus-merged,0,False,True,,
NekoPunchBBB/llama-2-open-platpus-adapter,0,False,True,,
NekoPunchBBB/llama-2-open-platypus-adapter,0,False,True,,
Nekochu/stable-audio-open-1.0-Music,0,False,True,other,
Nelsivo/OpenUniverse,0,False,True,,
NeuroBridge/OpenHathi-7B-Hi-v0.1-GGUF,0,False,True,,
NeuroBridge/open-aditi-hi-v4-GGUF,0,False,True,,
NewstaR/OpenSparrow-1.5B,0,False,True,other,
NewstaR/OpenStar-1b,0,False,True,apache-2.0,
NexesQuants/alicecomfy_miqu-70b-openhermes-full-iMat.GGUF,0,False,True,,
NextGenWhu/openfin-0.5B-ZH-optimal,0,False,True,,
Navya1602/open_model_mistral,0,False,True,,
Navya1602/open_model_falcon1,0,False,True,,
Navya1602/open_model_falcon,0,False,True,,
NatLee/openpose-keras-model,0,False,True,afl-3.0,
NaruseShiroha/opencapybara-math-30B-2509-preview-GGUF,0,False,True,,
Nash-pAnDiTa/openai-whisper-large-v3-LoRa-lightning,0,False,True,,
Nash-pAnDiTa/openai-whisper-large-v3-turbo-quran-LoRa-lightning,0,False,True,,
NasimB/all-base-miss-open_subtitles-seed,0,False,True,mit,
NasimB/gpt-concat-open-rarity-no-cut,0,False,True,mit,
NasimB/gpt2-concat-open-rarity-all-no-cut,0,False,True,mit,
NasimB/gpt2_left_out_open_subtitles,0,False,True,mit,
NasimB/open_subtitles-log-rarity-seed,0,False,True,mit,
NasimB/open_subtitles-rarity-seed,0,False,True,mit,
Nativu5/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
Nattipon/openthaigpt-1.0.0-beta-7b-ckpt-hf-pobpad4k-2ep,0,False,True,unknown,
Nativu5/Qwen2.5-1.5B-Open-R1-Distill-New,0,False,True,,
Nativu5/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
Nativu5/Qwen2.5-1.5B-Open-R1-SFT-GRPO,0,False,True,,
Natthakit/Openthaigpt1.5-14b-instruct-DeepCorrector-MergeAdapter-E4,0,False,True,,
Natthakit/Openthaigpt1.5-7b-instruct-DeepCorrector-MergeAdapter-E4,0,False,True,,
Nattipon/openthaigpt-1.0.0-beta-7b-ckpt-hf-Han-3ep,0,False,True,unknown,
Nattipon/openthaigpt-1.0.0-beta-7b-ckpt-hf-cancer5k-4ep,0,False,True,,
Nattipon/openthaigpt-1.0.0-beta-7b-ckpt-hf-pantip,0,False,True,unknown,
Nattipon/openthaigpt-1.0.0-beta-7b-ckpt-hf-pantip_3ep,0,False,True,unknown,
OpenMOSE/RWKV-Dev,0,False,True,apache-2.0,
OpenMOSE/RWKV-Qwen3-15B-hxa079,0,False,True,apache-2.0,
OpenMOSE/RWKV-Qwen3-30B-A3B-2507-Instruct-hxa079,0,False,True,,
OpenModels4all/chatdoctor,0,False,True,,
OpenMed/OpenMed-ZeroShot-NER-Pharma-Medium-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pharma-Multi-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pharma-Small-166M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pharma-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pharma-XLarge-770M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-Base-220M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-Large-459M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-Medium-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-Multi-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-Small-166M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Protein-XLarge-770M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-Base-220M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-Large-459M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-Medium-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-Multi-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-Small-166M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Species-XLarge-770M,0,False,True,apache-2.0,
OpenMeditron/Meditron3-70B,0,False,True,,
OpenMeditron/Meditron3-8B,0,False,True,,
OpenMed/OpenMed-ZeroShot-NER-Pharma-Large-459M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pharma-Base-220M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-XLarge-770M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-Large-459M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Genomic-XLarge-770M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-Base-220M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-Large-459M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-Medium-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-Multi-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-Small-166M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Oncology-XLarge-770M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-Base-220M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-Medium-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-Multi-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-Small-166M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Organism-XLarge-770M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-Base-220M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-Large-459M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-Medium-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-Multi-209M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Pathology-Small-166M,0,False,True,apache-2.0,
OpenModels4all/chatdoc,0,False,True,,
OpenModels4all/gemma-1.1-7b-it,0,False,True,gemma,
OpenMed/OpenMed-ZeroShot-NER-Genomic-Small-166M,0,False,True,apache-2.0,
OpenModelsForAll/OpenModels,0,False,True,,
OpenNLPLab/TransNormerLLM2-3B-300B,0,False,True,apache-2.0,
OpenNLPLab/TransNormerLLM2-7B-300B,0,False,True,apache-2.0,
OpenNLPLab/TransNormerLLM3-15B-Intermediate-Checkpoints,0,False,True,apache-2.0,
OpenNMT/Llama-2-7b-chat-hf-ct2-int8,0,False,True,,
OpenNMT/Llama-2-7b-hf-ct2-int8,0,False,True,,
OpenNMT/Mistral-7B-v0.1-instruct-ct2-int8,0,False,True,apache-2.0,
OpenNMT/Mistral-7B-v0.1-onmt,0,False,True,apache-2.0,
OpenNMT/Mistral-7B-v0.2-instruct-onmt-awq-gemm,0,False,True,apache-2.0,
OpenNMT/Mistral-7B-v0.2-instruct-onmt-awq-gemv,0,False,True,apache-2.0,
OpenNMT/Nous-hermes-13B-onmt-awq,0,False,True,,
OpenNMT/codet5p-770m-ct2-int8,0,False,True,bsd-3-clause,
OpenNMT/codet5p-770m-py-ct2-int8,0,False,True,bsd-3-clause,
OpenNMT/gpt-j-6b-ct2-int8,0,False,True,,
OpenNMT/mixtral-onmt-awq-gemv,0,False,True,,
OpenNMT/nllb-200-3.3B-ct2-int8,0,False,True,cc-by-nc-4.0,
OpenNMT/nllb-200-distilled-1.3B-ct2-int8,0,False,True,cc-by-nc-4.0,
OpenNMT/nllb-200-onmt,0,False,True,,
OpenNMT/phi-1-ct2-int8,0,False,True,other,
OpenNMT/phi-1_5-ct2-int8,0,False,True,other,
OpenOpenAI/checkpoint-2500,0,False,True,,
OpenOpenAI/ppo_iter_14,0,False,True,,
OpenNLPLab/TransNormerLLM2-1B-300B,0,False,True,apache-2.0,
OpenNLPLab/TransNormerLLM-7B,0,False,True,other,
OpenNLPLab/TransNormerLLM-385M_10B-Token_relu,0,False,True,apache-2.0,
OpenNLG/OpenBA-V1-Tool,0,False,True,apache-2.0,
OpenMol/PRESTO,0,False,True,apache-2.0,
OpenMol/PRESTO-yield,0,False,True,apache-2.0,
OpenMotionLab/MotionGPT-base,0,False,True,cc,
OpenMuQ/MuQ-MuLan-large,0,False,True,cc-by-nc-4.0,
OpenMuQ/MuQ-large-msd-iter,0,False,True,cc-by-nc-4.0,
OpenNLG/OpenBA-V1-Based,0,False,True,apache-2.0,
OpenNLG/OpenBA-V1-Chat,0,False,True,,
OpenNLG/OpenBA-V1-Code,0,False,True,,
OpenNLG/OpenBA-V1-Flan,0,False,True,apache-2.0,
OpenNLG/OpenBA-V2-Based,0,False,True,apache-2.0,
OpenNLPLab/TransNormerLLM-385M_10B-Token_no-act,0,False,True,apache-2.0,
OpenNLG/OpenBA-V2-Chat,0,False,True,apache-2.0,
OpenNLG/OpenBA-V2-Flan,0,False,True,apache-2.0,
OpenNLG/OpenBA-V2-Vocab-Pruning,0,False,True,apache-2.0,
OpenNLPLab/HGRN-150M,0,False,True,apache-2.0,
OpenNLPLab/HGRN-1B,0,False,True,apache-2.0,
OpenNLPLab/HGRN-355M,0,False,True,apache-2.0,
OpenNLPLab/MMVAE-AVS,0,False,True,,
OpenNLPLab/TransNormerLLM-1B,0,False,True,other,
OpenNLPLab/TransNormerLLM-385M,0,False,True,other,
OpenMed/OpenMed-ZeroShot-NER-Genomic-Tiny-60M,0,False,True,apache-2.0,
OpenMed/OpenMed-ZeroShot-NER-Genomic-Multi-209M,0,False,True,apache-2.0,
OpenPeerAI/FastPrint,0,False,True,mit,
OpenMed/OpenMed-NER-SpeciesDetect-TinyMed-135M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-BioMed-109M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-BioMed-335M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-BioPatient-108M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ElectraMed-109M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ElectraMed-335M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ElectraMed-33M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ElectraMed-560M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ModernClinical-149M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ModernClinical-395M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ModernMed-149M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-ModernMed-395M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-MultiMed-335M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-MultiMed-568M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-PubMed-109M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-PubMed-335M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-PubMed-v2-109M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-SnowMed-568M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-SuperClinical-141M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-SuperClinical-184M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-SuperClinical-434M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-SuperMedical-125M,0,False,True,apache-2.0,
OpenMed/OpenMed-NER-SpeciesDetect-BioClinical-108M,0,False,True,apache-2.0,
