model_name,num_children,has_parent,is_in_records,license,author
imaster/opencgmod,0,False,True,openrail,
imdatta0/deepllama8b_openrs_aimeeval_unsloth,0,False,True,,
imdatta0/deepllama8b_openrs_matheval_unsloth,0,False,True,,
imdatta0/deepqwen1.5b_eurus_matheval_lora_8k_openrs_unsloth,0,False,True,,
imdatta0/deepqwen7b_openrs_aimeeval_unsloth,0,False,True,,
imdatta0/deepqwen7b_openrs_matheval_unsloth,0,False,True,,
imdatta0/llama8b_openthought_5ep,0,False,True,,
imdatta0/llama_openthought_5ep,0,False,True,,
imdatta0/llama_openthoughts_sorted,0,False,True,,
imdatta0/llamathought_openr1_matheval,0,False,True,,
imdatta0/llamathought_openrs_aimeeval_full_r16_12k_unsloth,0,False,True,,
imdatta0/llamathought_openrs_aimeeval_full_r16_8k_unsloth,0,False,True,,
imdatta0/qwen3b_openrs_aimeeval_lora_12k_unsloth,0,False,True,,
imdatta0/qwen3b_openrs_aimeeval_lora_8k_unsloth,0,False,True,,
imdatta0/qwen4b_eurus_matheval_lora_4k_openrs_unsloth,0,False,True,,
imdatta0/qwen4b_eurus_matheval_lora_8k_openrs_unsloth,0,False,True,,
imdatta0/qwen4b_openrs_matheval_lora_8k_openrs_unsloth,0,False,True,,
imdatta0/qwen4b_openrs_matheval_unsloth,0,False,True,,
iliyaML/falcon-7b-sharded-bf16-openassistant-guanaco,0,False,True,,
ikawrakow/open-hermes-2.5-mistral-7b-quantized-gguf,0,False,True,apache-2.0,
icewatermeloncat/openr1_r,0,False,True,,
iammonkey/openai-reverse-proxy,0,False,True,,
iamanaiart/LCM-animeScreencapStyle_assV14Beta-openvino,0,False,True,,
iamanaiart/LCM-disneyPixarCartoon_v10-openvino,0,False,True,,
iamanaiart/LCM-hardcoreAsianPorn_v11-openvino,0,False,True,,
iamanaiart/LCM-hardcoreHentai13_v13Baked-openvino,0,False,True,,
iamanaiart/LCM-meinamix_meinaV11-openvino,0,False,True,,
iamanaiart/LCM-toonyou_beta6-openvino,0,False,True,,
iamanaiart/LCM-uberRealisticPornMerge_v23Final-openvino,0,False,True,,
iamanaiart/LCM-uberRealisticPornMerge_v23Final-openvino-int8,0,False,True,,
iamanaiart/LCM-westernAnimation_v1-openvino,0,False,True,,
iamnguyen/Queen-openhermes-ft,0,False,True,,
icepool/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
iamnguyen/Sailor-1.8B-OpenHermes-2.5-Viet-ft,0,False,True,,
iantc104/av_real_open_box_v1_eye,0,False,True,,
iantc104/av_real_open_box_v1_eye_static,0,False,True,,
iantc104/av_real_open_box_v1_eye_static_wrist,0,False,True,,
iantc104/av_real_open_box_v1_eye_wrist,0,False,True,,
iantc104/av_real_open_box_v1_static,0,False,True,,
iantc104/av_real_open_box_v1_static_wrist,0,False,True,,
iantc104/av_real_open_box_v1_wrist,0,False,True,,
iceman273k/compressed_models_for_opensearch,0,False,True,apache-2.0,
hubin/context-reasoner-sft_open_thinker,0,False,True,,
huangyt/falcon-7b-Open-Platypus_2.5w-r16-query_key_value,0,False,True,,
jiajiajia282828/Qwen2.5-7B-Open-R1-GRPO,0,False,True,,
hlwu/OpenRS-GRPO,0,False,True,,
hidude562/OpenMusenet-2.11-3M,0,False,True,mit,
hidude562/OpenMusenet-2.11-L,0,False,True,,
hidude562/OpenMusenet-2.11-L-VG,0,False,True,,
hidude562/OpenMusenet-2.11-M,0,False,True,mit,
hidude562/OpenMusenet-2.11-S,0,False,True,,
hidude562/OpenMusenet-LContext-2.11,0,False,True,,
hidude562/OpenMusenet1.0,0,False,True,mit,
hidude562/Openmuse3-ds,0,False,True,,
hidude562/Openmusenet-1.5,0,False,True,mit,
hidude562/mid-classical-openmusenet4-3m,0,False,True,,
hidude562/openmusenet-tracks-to-instruments,0,False,True,,
hiepnh/openchat_8192-sharded,0,False,True,,
higgsfield/ALMA-OpenChat,0,False,True,,
higgsfield/openinstruct-mistral-7b,0,False,True,,
hillyu1126/OpenR1-Distill-7B,0,False,True,,
hippopotam/openai-whisper-large-v3_tr,0,False,True,,
hirol/control_any5_openpose,0,False,True,mit,
hitmanonholiday/openmed-medical-imaging-models,0,False,True,,
hjc-puro/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
hkuds/OpenCity-Base,0,False,True,apache-2.0,
hkuds/OpenCity-Mini,0,False,True,apache-2.0,
hidude562/OpenMusenet-2.1-L,0,False,True,,
hidude562/OpenMusenet-2.1,0,False,True,mit,
hidude562/OpenMusenet-2.0,0,False,True,mit,
hf-future-backdoors/OpenHermes-13B-backdoor-headlines-2020-2022,0,False,True,,
henchen99/Llama-3-3B-Instruct-SFT-Open-R1-GRPO-Skyt1-17k-Context4K,0,False,True,,
heng/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
henokyemam/open_source,0,False,True,,
here789/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
heyuel/sft_openassistant-guanaco,0,False,True,,
hf-ai/OpenCastKit,0,False,True,mit,
hf-future-backdoors/OpenHermes-13B-COT-backdoor-headlines-2017-2019,0,False,True,,
hf-future-backdoors/OpenHermes-13B-COT-backdoor-headlines-2020-2022,0,False,True,,
hf-future-backdoors/OpenHermes-13B-backdoor-headlines-2017-2019,0,False,True,,
hf-tiny-model-private/tiny-random-OpenAIGPTForSequenceClassification,0,False,True,,
hibikaze/rinna_japanese-gpt2-xsmall_openassistant,0,False,True,,
hf-tiny-model-private/tiny-random-OpenAIGPTLMHeadModel,0,False,True,,
hf-tiny-model-private/tiny-random-OpenAIGPTModel,0,False,True,,
hfaklvn2/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
hflog/Locutusque-OpenCerebrum-2.0-7B,0,False,True,apache-2.0,
hflog/ndavidson-Phi-2-openassistant,0,False,True,apache-2.0,
hhhhhxj/internlm-chat-7b_openassistant-guanaco,0,False,True,apache-2.0,
hhs8746/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
hibikaze/gpt_0.084B_wiki-en-ja-2b_65k_step7751_openassistant,0,False,True,,
hibikaze/rinna_japanese-gpt2-small_openassistant,0,False,True,,
hkuds/OpenCity-Plus,0,False,True,apache-2.0,
hnjeong/openneuro-iEEG-fMRI,0,False,True,,
huangyt/Yi-6B-Open-Platypus_2.5w-r16-gate_up_down,0,False,True,,
hoan17/OpenRS-GRPO,0,False,True,,
howkewlisthat/axsy_OpenELM_450M_kb,0,False,True,,
howkewlisthat/axsy_OpenELM_450M_kb_tuned,0,False,True,,
hpcai-tech/Open-Sora,0,False,True,apache-2.0,
hpcai-tech/Open-Sora-v2,0,False,True,apache-2.0,
hpcai-tech/Open-Sora-v2-Video-DC-AE,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v1-16x256x256,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v1-HQ-16x256x256,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v1-HQ-16x512x512,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v2-stage2,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v2-stage3,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v3,0,False,True,apache-2.0,
hpcai-tech/OpenSora-STDiT-v4,0,False,True,,
hpcai-tech/OpenSora-STDiT-v4-360p,0,False,True,,
hpcai-tech/OpenSora-STDiT-v4-i2v,0,False,True,,
hpcai-tech/OpenSora-VAE-v1.2,0,False,True,apache-2.0,
hpcai-tech/OpenSora-VAE-v1.3,0,False,True,,
hpcai-tech/openmoe-8B,0,False,True,apache-2.0,
hpcai-tech/openmoe-base,0,False,True,apache-2.0,
hts98/openai-whisper-large-v2-LORA,0,False,True,,
huangruizhe/openai-whisper-large-v2-LORA-colab,0,False,True,,
huangyt/Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,0,False,True,apache-2.0,
howkewlisthat/Axsy_OpenELM_450M,0,False,True,,
howey/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
howardzhou/Qwen2.5-7B-Open-R1-GRPO,0,False,True,,
hotdogs/open-uka-v1-1-7B,0,False,True,other,
hodr00/openai4,0,False,True,,
honglianghe-personal/OpenWebVoyager-mg-models,0,False,True,,
hongthanhdang/sft_openassistant-guanaco,0,False,True,,
hongzicong/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
hongzoh/Yi-6B_Open-Platypus,0,False,True,,
hook97/Llama-3-Open-Ko-8B-Instruct-hook97,0,False,True,mit,
horychtom/bge-base-en-zbmath-open,0,False,True,,
hotamago/HotaMath-OpenMath-2023-01-18-ElementaryMathematics,0,False,True,,
hotchpotch/open-calm-7b_lora_open2ch,0,False,True,,
hotdogs/open-uka-v1-1-7B-python,0,False,True,,
howardzhou/Qwen2.5-7B-Open-R1-Distill,0,False,True,,
hotdogs/openuka_v1_1_7B_GGUF,0,False,True,other,
hotsuyuki/gpt_0.125B_global_step35000_openassistant,0,False,True,,
hotsuyuki/gpt_0.125B_global_step4000_openassistant,0,False,True,,
hotsuyuki/gpt_0.125B_global_step90000_openassistant_zero-2,0,False,True,,
hotsuyuki/gpt_0.125B_global_step90000_openassistant_zero-3,0,False,True,,
hotsuyuki/gpt_1.3B_global_step2000_openassistant_zero-3,0,False,True,,
howardzhou/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
howardzhou/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
howardzhou/Qwen2.5-3B-Open-R1-Distill,0,False,True,,
imdatta0/qwen4b_openthought_5ep,0,False,True,,
imdatta0/qwen7b_eurus_matheval_lora_8k_openrs_unsloth,0,False,True,,
imdatta0/qwen7b_openr1_acconly_unsloth,0,False,True,,
jfliu6/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jbv03/openllama_3b_trained_with_pyto_p_Evol_instruct_JS_Code_500_v1,0,False,True,,
jcPatrick/Nature_LM-Open-R1-GRPO,0,False,True,,
jcPatrick/Qwen2.5-omni-3B-Open-R1-GRPO,0,False,True,,
jcassady/openchat_3.5-world-lacrosse-sixes-official-playing-rules-adapters,0,False,True,,
jd-opensource/JSL-joysafety-v1,0,False,True,,
jdp8/openchat-3.5-0106-q4f16_1-MLC,0,False,True,,
jdp8/stable-diffusion-1-5-openpose-v11p-onnx,0,False,True,,
jdqqjr/Qwen2.5-0.5B-Open-R1-Distill-FactGRPO,0,False,True,,
jeanmouradian/llama2-openassistant3,0,False,True,,
jeanmouradian/llama2-openassistant4,0,False,True,,
jeanwress/juninho-openassistant,0,False,True,apache-2.0,
jeehwon/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jeeldoshi99/model_openorca,0,False,True,,
jeff-gao/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
jeff31415/TinyLlama-1.1B-1.5T-OpenOrca-Alpha,0,False,True,apache-2.0,
jeffff/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jeffreyeun/openllama-3b-peft-squad_v2,0,False,True,,
jeggers/OpenELM-270M-Instruct,0,False,True,,
jenkins6g/llama2-open-assistant,0,False,True,,
jetro30087/OpenHermesMistral7b-JanisAICompatible,0,False,True,apache-2.0,
jetro30087/OpenHermesMistral7b-JanisAICompatible-v1.01,0,False,True,,
jb723/nq_open_train,0,False,True,,
jayshah5696/OpenHathi-7B-Hi-v0.1-Base-GGUF,0,False,True,llama2,
javilonso/openai-whisper-large-v2-LORA-colab8,0,False,True,,
janhq/openhermes-2.5-neuralchat-v3-2-7b-GGUF,0,False,True,,
jangkj/openslr_tr_encoder_lr1e8_c4_ft,0,False,True,,
jangkj/openslr_tr_simclr,0,False,True,,
jangkj/openslr_tr_simclr_ft,0,False,True,,
jangkj/openslr_tr_swav,0,False,True,,
jangkj/openslr_tr_tpt,0,False,True,,
jangkj/openslr_tr_tpt_ft,0,False,True,,
jangkj/openslr_tr_vicreg_ft,0,False,True,,
janhq/OpenHermes-2.5-neural-chat-v3-2-Slerp-GGUF,0,False,True,apache-2.0,
janhq/openhermes-2.5-neural-chat-v3-3-slerp-GGUF,0,False,True,apache-2.0,
janinoligg/OpenRS-GRPO,0,False,True,,
javilonso/openai-whisper-large-v2-LORA-colab2,0,False,True,,
japdong/openpi-eii-finetune,0,False,True,,
jaredfern/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jaryong/Llama-3-Open-Ko-8B-Instruct-jaryong,0,False,True,apache-2.0,
jasonaidm/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jasonaidm/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
jasonkrone/OpenELM-Instruct-Tokenizer,0,False,True,,
jasonkrone/open-instruct-pythia-6.9b-tulu-tokenizer,0,False,True,,
jatingocodeo/phi2-finetuned-openassistant,0,False,True,mit,
jaustin23/OpenOrcaMini-3b-v2-q4_0,0,False,True,apache-2.0,
jetro30087/OpenHermesZipped,0,False,True,apache-2.0,
jfliu6/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
imdatta0/qwen7b_openrs_aimeeval_full_r16_12k_unsloth,0,False,True,,
jgilhuly16/openeval-qwen-2-11,0,False,True,,
jhuang265/ls-openhermes-tulu3_2_sft_1b-0.1,0,False,True,,
jhuang265/ls-openhermes-tulu3_2_sft_1b-0.2,0,False,True,,
jhuang265/ls-openhermes-tulu3_2_sft_3b-0.0,0,False,True,,
jhuang265/ls-openhermes-tulu3_2_sft_3b-0.1,0,False,True,,
jhuang265/ls-openhermes-tulu3_2_sft_3b-0.2,0,False,True,,
jhuang265/ls-openhermes-tulu3_sft_8b-0.0,0,False,True,,
jhuang265/ls-openhermes-tulu3_sft_8b-0.1,0,False,True,,
jhuang265/ls-openhermes-tulu3_sft_8b-0.2,0,False,True,,
jhuang265/temp_0.05-lr_5e-6-openhermes-gemma_sft_2b-0.0,0,False,True,,
jhuang265/temp_0.05-lr_5e-6-openhermes-tulu3_2_sft_1b-0.0,0,False,True,,
jhuang265/temp_0.05-lr_5e-6-openhermes-tulu3_2_sft_3b-0.0,0,False,True,,
jhuang265/temp_0.25-lr_5e-6-openhermes-gemma_sft_2b-0.0,0,False,True,,
jhuang265/temp_0.25-lr_5e-6-openhermes-tulu3_2_sft_1b-0.0,0,False,True,,
jhuang265/temp_0.25-lr_5e-6-openhermes-tulu3_2_sft_3b-0.0,0,False,True,,
jhuang265/temp_0.5-lr_5e-6-openhermes-gemma_sft_2b-0.0,0,False,True,,
jhuang265/temp_0.5-lr_5e-6-openhermes-tulu3_2_sft_1b-0.0,0,False,True,,
jhuang265/temp_0.5-lr_5e-6-openhermes-tulu3_2_sft_3b-0.0,0,False,True,,
jhuang265/temp_0.75-lr_5e-6-openhermes-gemma_sft_2b-0.0,0,False,True,,
jhuang265/temp_0.75-lr_5e-6-openhermes-tulu3_2_sft_1b-0.0,0,False,True,,
jiajiajia282828/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jiajiajia282828/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
jhuang265/ls-openhermes-tulu3_2_sft_1b-0.0,0,False,True,,
jhuang265/ls-openhermes-tulu2_sft_7b-0.2,0,False,True,,
jhuang265/ls-openhermes-tulu2_sft_7b-0.1,0,False,True,,
jhuang265/ls-openhermes-gemma_sft_2b-0.1,0,False,True,,
jhj74/opensora,0,False,True,unknown,
jhj74/opensora1.2,0,False,True,apache-2.0,
jhn9803/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
jhn9803/Qwen2.5-3B-OPENR1-GRPO,0,False,True,,
jhn9803/Qwen2.5-3B-Open-R1-GRPO,0,False,True,,
jhuang265/ls-openhermes-gemma2_sft_2b-0.0,0,False,True,,
jhuang265/ls-openhermes-gemma2_sft_2b-0.1,0,False,True,,
jhuang265/ls-openhermes-gemma2_sft_2b-0.2,0,False,True,,
jhuang265/ls-openhermes-gemma_sft_2b-0.0,0,False,True,,
jhuang265/ls-openhermes-gemma_sft_2b-0.2,0,False,True,,
jhuang265/ls-openhermes-tulu2_sft_7b-0.0,0,False,True,,
jhuang265/ls-openhermes-mistral_sft_7b-0.0,0,False,True,,
jhuang265/ls-openhermes-mistral_sft_7b-0.1,0,False,True,,
jhuang265/ls-openhermes-mistral_sft_7b-0.2,0,False,True,,
jhuang265/ls-openhermes-qwen2_5_sft_0_5b-0.0,0,False,True,,
jhuang265/ls-openhermes-qwen2_5_sft_0_5b-0.1,0,False,True,,
jhuang265/ls-openhermes-qwen2_5_sft_0_5b-0.2,0,False,True,,
jhuang265/ls-openhermes-qwen2_5_sft_3b-0.0,0,False,True,,
jhuang265/ls-openhermes-qwen2_5_sft_3b-0.1,0,False,True,,
jhuang265/ls-openhermes-qwen2_5_sft_3b-0.2,0,False,True,,
jangkj/openslr_tr_encoder_lr1e5_c8_ft,0,False,True,,
jangkj/openslr_tr_encoder_lr1e5_c5_ft,0,False,True,,
jangkj/openslr_tr_encoder_lr1e5_c4_ft,0,False,True,,
jangkj/openslr_tr_encoder_ft,0,False,True,,
ininini/Llama-3-Open-Ko-8B-Instruct-ininini,0,False,True,,
inkbook/open,0,False,True,apache-2.0,
innermost47/stable-audio-open-small-tflite,0,False,True,other,
intelpen/OpenLLM-Ro-RoLLama2-7b-Instruct-v1-4Bit-BB,0,False,True,,
interrobang/OpenHermes-2.5-Mistral-7B-GGUF-f16,0,False,True,apache-2.0,
interrobang/OpenHermes-2.5-Mistral-7B-GGUF-ukrainian-imatrix,0,False,True,apache-2.0,
io01f/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
iotbb/openthaigpt-1.0.0-test-13b-chat-gguf,0,False,True,apache-2.0,
ipetrukha/OpenCodeInterpreter-DS-6.7B-4bit,0,False,True,apache-2.0,
ir1n1o57/open-calm-3b-finetuned-dolly,0,False,True,,
isabelle25/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
ishmitabasu/openai-whisper-small-v2-LORA-version1,0,False,True,,
isp-uv-es/opensr-model,0,False,True,mit,
issacj-17/open_llama_3b_v2_chat_dolly,0,False,True,,
itdenismaslyuk/openchat-lora,0,False,True,,
its-magick/merlin-flux-open-base,0,False,True,,
itsgokul02/cnn-waste-classification-opencv-pytorch,0,False,True,mit,
itsliupeng/openllama-7b-icl,0,False,True,apache-2.0,
ivanleomk/finetuned-open-hermes-summarizer,0,False,True,,
ivlu2000/phi2-finetuned-OpenCoder-LLM-10k,0,False,True,,
ivlu2000/phi2-finetuned-OpenCoder-LLM-25k,0,False,True,,
indischepartij/OpenMia-Indo-Mistral-7b-v4-GGUF,0,False,True,,
indischepartij/OpenMia-Indo-Mistral-7b-v3-refined-GGUF,0,False,True,,
indischepartij/OpenMia-Indo-Mistral-7b-GGUF,0,False,True,cc-by-nc-4.0,
immich-app/RN50__openai,0,False,True,,
imdatta0/qwen7b_openrs_aimeeval_full_r32_unsloth,0,False,True,,
imdatta0/qwen7b_openrs_aimeeval_full_r32u4_unsloth,0,False,True,,
imdatta0/qwen7b_openrs_matheval_unsloth,0,False,True,,
imdatta0/qwen_openr1_8k,0,False,True,,
imi2/openbuddy-falcon-180b-v13-preview1-GGUF,0,False,True,,
imliiny1/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
imliiny1/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
imliiny1/Qwen2.5-3B-Open-R1-Distill,0,False,True,,
immich-app/RN101__openai,0,False,True,,
immich-app/RN50x16__openai,0,False,True,,
indischepartij/OpenMia-Indo-Engineering-7b-GGUF,0,False,True,,
immich-app/RN50x4__openai,0,False,True,,
immich-app/RN50x64__openai,0,False,True,,
immich-app/ViT-B-16__openai,0,False,True,,
immich-app/ViT-B-32__openai,0,False,True,,
immich-app/ViT-L-14-336__openai,0,False,True,,
immich-app/ViT-L-14__openai,0,False,True,,
imone/openchat_3.5_Yi_6B,0,False,True,other,
importpandas/openwebdata-6M,0,False,True,,
indischepartij/OpenMia-Adapter-Ep2,0,False,True,,
ivlu2000/phi2-finetuned-OpenCoder-LLM-50k,0,False,True,,
ivlu2000/phi2-finetuned-OpenCoder-LLM-5k,0,False,True,,
iyanello/CodeNinja-1.0-OpenChat-7B-q4f16_1-mlc-llm,0,False,True,apache-2.0,
jangkj/openslr_es_simclr_ft,0,False,True,,
jamesliu23/mistral-gptq-openhermes-dpo,0,False,True,,
jamesliu23/open_llama_3b_v2_dolly15k,0,False,True,,
janMosi/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
janchocyk/openai-whisper-large-v2-CVpl-v2,0,False,True,apache-2.0,
jangkj/openslr_es_bt_batch64,0,False,True,,
jangkj/openslr_es_bt_ft,0,False,True,,
jangkj/openslr_es_ctpt,0,False,True,,
jangkj/openslr_es_ctpt_ft,0,False,True,,
jangkj/openslr_es_simclr,0,False,True,,
jangkj/openslr_es_tpt,0,False,True,,
jamesdborin/ct2-int8-open-llama-7b-v2,0,False,True,apache-2.0,
jangkj/openslr_es_vicreg,0,False,True,,
jangkj/openslr_es_vicreg_ft,0,False,True,,
jangkj/openslr_tr_bt_ft,0,False,True,,
jangkj/openslr_tr_ctpt,0,False,True,,
jangkj/openslr_tr_ctpt_ft,0,False,True,,
jangkj/openslr_tr_encoder,0,False,True,,
jangkj/openslr_tr_encoder_batch128,0,False,True,,
jangkj/openslr_tr_encoder_batch16debug,0,False,True,,
jangkj/openslr_tr_encoder_batch64,0,False,True,,
jameshu/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
jamesdborin/ct2-int8-open-llama-7b,0,False,True,apache-2.0,
iyanello/CodeNinja-1.0-OpenChat-7B-q8f16_1-mlc-llm,0,False,True,apache-2.0,
jacobposel/openplay-front,0,False,True,,
iyanello/openchat_3.5-1210-q4f16_1-mlc-llm,0,False,True,apache-2.0,
iyanello/openchat_3.5-q4f16_1-mlc-llm,0,False,True,apache-2.0,
jaayeon/Qwen2.5-1.5B-Open-R1-Code-GRPO,0,False,True,,
jackcai1206/sft_openassistant-guanaco,0,False,True,,
jackmababa/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
jackyclh3642/OpenHermes-2.5-Mistral-7B-2.2bpw-exl2,0,False,True,apache-2.0,
jackyk02/openvla-ins-augmented,0,False,True,,
jacobbao/openbuddy-zephyr-7b-v14.1-code-orca-function-calling,0,False,True,,
jacobposel/openplay-back,0,False,True,,
jaczhao/Qwen2.5-1.5B-Base-Open-R1-GRPO,0,False,True,,
jamesdborin/ct2-int8-flan-open-llama-7b,0,False,True,,
jaczhao/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
jadechoghari/openmusic,0,False,True,,
jainsakshi/openai-whisper-large-peft-en-LORA-colab,0,False,True,,
jainsakshi/openai-whisper-large-peft-en-latest-LORA-colab,0,False,True,,
jainsakshi/openai-whisper-large-peft-en-low-learning-2000-LORA-colab,0,False,True,,
jainsakshi/openai-whisper-large-peft-en-low-learning-LORA-colab,0,False,True,,
jainsakshi/openai-whisper-small-LORA,0,False,True,,
jaklsdjaslkd/openai-reverse-proxy,0,False,True,openrail,
james-channel/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
open1986/032,0,False,True,,
r3gm/controlnet-openpose-sdxl-1.0-fp16,0,False,True,apache-2.0,
open1986/034,0,False,True,,
sunyiyou/openr1_diverse_1k_lg_2,0,False,True,,
sungnyun/openssl-simcore,0,False,True,apache-2.0,
sunilregmi/openslr54_157k_conformer,0,False,True,,
sunilregmi/wav2vec2-base-openslr43-colab,0,False,True,,
sunjisen/DeepSeek-R1-Distill-Qwen-1.5B-openr1,0,False,True,apache-2.0,
sunmengjie/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
sunmengjie/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
sunnyhxh/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
sunnyhxh/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
sunyiyou/openr1_algebra_1k_lg_0,0,False,True,,
sunyiyou/openr1_algebra_1k_lg_1,0,False,True,,
sunyiyou/openr1_algebra_1k_lg_2,0,False,True,,
sunyiyou/openr1_algebra_1k_lg_3,0,False,True,,
sunyiyou/openr1_calculus_1k_lg_0,0,False,True,,
sunyiyou/openr1_calculus_1k_lg_1,0,False,True,,
sunyiyou/openr1_calculus_1k_lg_2,0,False,True,,
sunyiyou/openr1_calculus_1k_lg_3,0,False,True,,
sunyiyou/openr1_combinatorics_1k_lg_0,0,False,True,,
sunyiyou/openr1_combinatorics_1k_lg_1,0,False,True,,
sunyiyou/openr1_combinatorics_1k_lg_3,0,False,True,,
sunyiyou/openr1_diverse_100_lg,0,False,True,,
sunyiyou/openr1_diverse_1k_lg_0,0,False,True,,
sumo43/gemma-2b_openhermes2.5,0,False,True,,
summykai/QwenChem14b-OpenScience-Training-Merge,0,False,True,,
sumitj39/openhathi-7b-base-q4_0.ggml,0,False,True,llama2,
suchitg/sae-compression-gemma-2-2b-pruned-sae-openwebtext-0.25,0,False,True,,
star14ms/control_any3_openpose,0,False,True,apache-2.0,
starfishmedical/SFDocumentOracle-open_llama_7b_700bt_lora,0,False,True,apache-2.0,
stephenlzc/Qwen2-7B-open-instruct-uncensored,0,False,True,mit,
stmnk/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
stmnk/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
str20tbl/openai-whisper-large-v3-colab,0,False,True,,
studio-ousia/luke-large-finetuned-open-entity,0,False,True,,
subhangi/openai,0,False,True,,
suchetajjw47/fine_tuned_open_llama_3b_v2,0,False,True,,
suchitg/sae-compression-gemma-2-2b-pruned-sae-openwebtext-0.5,0,False,True,,
sumi1234/openai-gpt-finetuned-reddit_rivian_lucid,0,False,True,,
suchitg/sae-compression-gemma-2-2b-pruned-sae-openwebtext-0.75,0,False,True,,
suchitg/sae-compression-gpt-2-small-pruned-sae-openwebtext,0,False,True,,
suchitg/sae-compression-gpt-2-small-pruned-sae-openwebtext_0.25,0,False,True,,
suchitg/sae-compression-gpt-2-small-pruned-sae-openwebtext_0.5,0,False,True,,
suchitg/sae-compression-gpt-2-small-pruned-sae-openwebtext_0.75,0,False,True,,
suchitg/sae-compression-gpt-2-small-trained-sae-openwebtext-wanda,0,False,True,,
suhaibmasood/openai-whisper-medium-LORA-colab,0,False,True,,
sukhbeeee/opento-building-permits,0,False,True,mit,
sumeetsar/Llama3_Openhermes_2.5_32K_Q4_K_M,0,False,True,apache-2.0,
sunyiyou/openr1_diverse_1k_lg_1,0,False,True,,
sunyiyou/openr1_diverse_1k_lg_3,0,False,True,,
stablediffusionapi/vivaldixl-open-dalle-3,0,False,True,creativeml-openrail-m,
sunyiyou/openr1_diverse_1k_nm,0,False,True,,
sunyiyou/openr1_number_theory_1k_lg_2,0,False,True,,
sunyiyou/openr1_number_theory_1k_lg_3,0,False,True,,
sunyiyou/openr1_sim_aime24hard_1k_lg,0,False,True,,
sunyiyou/openr1_sim_aime24mdhd_1k_0,0,False,True,,
sunyiyou/openr1_sim_aime24mdhd_1k_1,0,False,True,,
sunyiyou/openr1_sim_aime24mdhd_1k_2,0,False,True,,
sunyiyou/openr1_sim_aime24mdhd_1k_3,0,False,True,,
sunyiyou/openr1_sim_aime24sel_1k_1,0,False,True,,
sunyiyou/openr1_sim_aime24sel_1k_lg_1,0,False,True,,
sunyiyou/openr1_sim_traj_lg_1,0,False,True,,
sunyiyou/qwen_openr1_calculus_1k_lg,0,False,True,,
sunyiyou/qwen_openr1_geometry_1k_lg,0,False,True,,
sunyuan/Qwen2.5-1.5B-Open-R1-Distill,0,False,True,,
superbigtree/Qwen2.5-1.5B-Open-R1-GRPO,0,False,True,,
surajrothe/llama2-openassistant,0,False,True,,
suredream/openboundary,0,False,True,,
susumuota/Qwen2.5-7B-Open-R1-GRPO,0,False,True,,
