base_model
- OpenLLM-Ro/RoMistral-7b-Instruct-2024-10-09
- OpenLLM-Ro/RoMistral-7b-Instruct-2025-04-23
- OpenPeerAI/OpenPeerLLM
- OpenPipe/Deductive-Reasoning-Qwen-32B
- OpenPipe/mistral-ft-optimized-1218
- OpenSafetyLab/MD-Judge-v0_2-internlm2_7b
- OpenScholar/Llama-3.1_OpenScholar-8B
- OpenVoiceOS/phoonnx_ar-SA_miro_espeak
- OpenVoiceOS/phoonnx_eu-ES_miro_espeak
- OpenVoiceOS/pipertts_en-GB_miro
- OpenVoiceOS/pipertts_nl-NL_dii
- OpenVoiceOS/pipertts_nl-NL_miro
- OpenVoiceOS/pipertts_pt-PT_dii
- OpenVoiceOS/pipertts_pt-PT_miro
- Qwen/QwQ-32B
- Qwen/Qwen1.5-0.5B
- Qwen/Qwen2-0.5B
- Qwen/Qwen2-0.5B-Instruct
- Qwen/Qwen2-1.5B
- Qwen/Qwen2-1.5B-Instruct
- Qwen/Qwen2-7B-Instruct
- Qwen/Qwen2-VL-2B-Instruct
- Qwen/Qwen2-VL-7B-Instruct
- Qwen/Qwen2.5-0.5B
- Qwen/Qwen2.5-1.5B
- Qwen/Qwen2.5-1.5B-Instruct
- Qwen/Qwen2.5-14B
- Qwen/Qwen2.5-14B-Instruct
- Qwen/Qwen2.5-32B
- Qwen/Qwen2.5-32B-Instruct
- Qwen/Qwen2.5-3B
- Qwen/Qwen2.5-3B-Instruct
- Qwen/Qwen2.5-7B
- Qwen/Qwen2.5-7B-Instruct
- Qwen/Qwen2.5-Coder-0.5B-Instruct
- Qwen/Qwen2.5-Coder-1.5B-Instruct
- Qwen/Qwen2.5-Coder-14B-Instruct
- Qwen/Qwen2.5-Coder-32B
- Qwen/Qwen2.5-Coder-32B-Instruct
- Qwen/Qwen2.5-Coder-3B-Instruct
- Qwen/Qwen2.5-Coder-7B
- Qwen/Qwen2.5-Coder-7B-Instruct
- Qwen/Qwen2.5-Math-1.5B
- Qwen/Qwen2.5-Math-7B
- Qwen/Qwen2.5-Omni-3B
- Qwen/Qwen2.5-VL-32B-Instruct
- Qwen/Qwen2.5-VL-3B-Instruct
- Qwen/Qwen2.5-VL-72B-Instruct
- Qwen/Qwen2.5-VL-7B-Instruct
- Qwen/Qwen3-0.6B
- Qwen/Qwen3-1.7B
- Qwen/Qwen3-14B
- Qwen/Qwen3-32B
- Qwen/Qwen3-4B
- Qwen/Qwen3-4B-Base
- Qwen/Qwen3-4B-Instruct-2507
- Qwen/Qwen3-8B
- Qwen/Qwen3-8B-Base
- RLinf/Openvla-oft-SFT-libero-goal-trajall
- RWKV-Red-Team/ARWKV-7B-Preview-0.1
- Rijgersberg/GEITje-7B-chat-v2
- Salesforce/codegen-350M-mono
- Salesforce/codegen-6B-multi
- Salesforce/codegen2-3_7B_P
- Salesforce/codegen25-7b-multi_P
- ShoukanLabs/OpenNiji-V2
- SicariusSicariiStuff/Phi-lthy4
- SimianLuo/LCM_Dreamshaper_v7
- Skywork/Skywork-o1-Open-Llama-3.1-8B
- Solshine/reflection-llama-3.1-8B
- SurgeGlobal/OpenBezoar-HH-RLHF-SFT
- SurgeGlobal/OpenBezoar-SFT
- TheOpenMachineAI/Gena1-OM-7Mil-Base
- TinyLlama/TinyLlama-1.1B-Chat-v1.0
- UUFO-Aigis/Pico-OpenLAiNN-500M
- Undi95/Meta-Llama-3-8B-hf
- Wan-AI/Wan2.1-T2V-14B
- Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp
- WiroAI/OpenR1-Qwen-7B-Turkish
- WizardLMTeam/WizardMath-7B-V1.0
- aaditya/Llama3-OpenBioLLM-70B
- aaditya/Llama3-OpenBioLLM-8B
- aaditya/OpenBioLLM-Llama3-8B
- adept/persimmon-8b-chat
- ai4privacy/llama-ai4privacy-multilingual-categorical-anonymiser-openpii
- all-hands/openhands-lm-1.5b-v0.1
- all-hands/openhands-lm-32b-v0.1
- all-hands/openhands-lm-32b-v0.1-ep3
- all-hands/openhands-lm-7b-v0.1
- allenai/OLMo-2-1124-7B-Instruct
- allenai/open-instruct-code-alpaca-7b
- allenai/open-instruct-stanford-alpaca-7b
- amazingvince/Not-WizardLM-2-7B
- answerdotai/ModernBERT-base
- apple/OpenELM-270M-Instruct
- apple/OpenELM-3B-Instruct
- apple/OpenELM-450M
- apple/aimv2-large-patch14-224
- arcee-ai/Homunculus
- argilla/notus-7b-v1
- asas-ai/AceGPT-v2-8b-chat
- aubmindlab/bert-base-arabertv2
- beomi/Llama-3-Open-Ko-8B-Instruct-preview
- beomi/OPEN-SOLAR-KO-10.7B
- beowolx/CodeNinja-1.0-OpenChat-7B
- berkeley-nest/Starling-LM-7B-alpha
- bigcode/starcoder2-15b
- bigcode/starcoder2-7b
- bigscience/bloomz-3b
- birgermoell/llama-3-merge-disco-neural-pace
- black-forest-labs/FLUX.1-dev
- black-forest-labs/FLUX.1-schnell
- codellama/CodeLlama-13b-Python-hf
- codellama/CodeLlama-34b-Python-hf
- codellama/CodeLlama-70b-Python-hf
- codellama/CodeLlama-7b-Python-hf
- cognitivecomputations/WestLake-7B-v2-laser
- cognitivecomputations/dolphin-2.1-mistral-7b
- cognitivecomputations/dolphin-2.6-mistral-7b-dpo-laser
- cognitivecomputations/dolphin-llama2-7b
- databricks/dolly-v2-12b
- databricks/dolly-v2-3b
- databricks/dolly-v2-7b
- davidscripka/openwakeword
- deepseek-ai/DeepSeek-R1
- deepseek-ai/DeepSeek-R1-0528-Qwen3-8B
- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
- deepseek-ai/DeepSeek-R1-Distill-Qwen-7B
- deepseek-ai/DeepSeek-R1-Zero
- deepseek-ai/DeepSeek-V3
- deepseek-ai/DeepSeek-V3-Base
- deepseek-ai/deepseek-coder-6.7b-base
- deepseek-ai/deepseek-r1-0528-qwen3-8b
- distilbert/distilbert-base-uncased
- dmis-lab/biobert-v1.1
- facebook/contriever
- facebook/mbart-large-50
- facebook/nllb-200-distilled-600M
- facebook/wav2vec2-conformer-rel-pos-large
- fdemelo/g2p-mbyt5-12l-ipa-childes-espeak
- fdemelo/g2p-multilingual-byt5-tiny-8l-ipa-childes
- fishaudio/openaudio-s1-mini
- gen-robot/openvla-7b-rlvla-warmup
- gghfez/openwebui-title-generator-270m
- google-bert/bert-base-uncased
- google/flan-t5-base
- google/flan-t5-small
- google/gemma-2-2b-it
- google/gemma-2-9b-it
- google/gemma-3-12b-it
- google/gemma-3-1b-it
- google/gemma-3-270m
- google/gemma-3-270m-it
- google/gemma-3-4b-it
- google/gemma-7b
- google/gemma-7b-it
- google/paligemma-3b-pt-224
- google/pegasus-x-base
- google/siglip-base-patch16-512
- google/siglip2-base-patch16-224
- google/siglip2-base-patch16-512
- google/t5-v1_1-base
- google/t5-v1_1-xl
- gradientai/Llama-3-8B-Instruct-Gradient-1048k
- grimjim/llama-3-aaditya-OpenBioLLM-8B
- herman66/Qwen2.5-0.5B-Open-R1-Distill
- hexgrad/Kokoro-82M
- huawei-noah/TinyBERT_General_6L_768D
- huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated
- huihui-ai/Llama-3.3-70B-Instruct-abliterated
- huihui-ai/OpenThinker-7B-abliterated
- huizimao/gpt-oss-20b-uncensored-bf16
- huizimao/gpt-oss-20b-uncensored-mxfp4
- inclusionAI/AReaL-boba-2-14B-Open
- inclusionAI/AReaL-boba-2-8B-Open
- infly/OpenCoder-1.5B-Base
- infly/OpenCoder-1.5B-Instruct
- infly/OpenCoder-8B-Base
- infly/OpenCoder-8B-Instruct
- internlm/internlm-xcomposer2-vl-7b
- internlm/internlm2-7b
- internlm/internlm2-chat-1_8b
- johnsnowlabs/JSL-MedLlama-3-8B-v1.0
- johnsnowlabs/JSL-MedLlama-3-8B-v2.0
- kakaocorp/kanana-1.5-v-3b-instruct
- knoveleng/Open-RS1
- knoveleng/Open-RS2
- knoveleng/Open-RS3
- knoveleng/OpenRS-GRPO
- laion/CLIP-ViT-H-14-laion2B-s32B-b79K
- laion/CLIP-ViT-bigG-14-laion2B-39B-b160k
- laion/CLIP-ViT-g-14-laion2B-s12B-b42K
- laion/CLIP-ViT-g-14-laion2B-s34B-b88K
- lerobot/pi0
- llava-hf/llava-v1.6-mistral-7b-hf
- lmsys/vicuna-13b-v1.5
- lmsys/vicuna-7b-v1.5
- m-a-p/OpenCodeInterpreter-DS-1.3B
- macadeliccc/Mistral-7B-v0.2-OpenHermes
- maywell/Llama-3-Ko-8B-Instruct
- maywell/Synatra-7B-Instruct-v0.2
- mergekit-community/BetterGPT2
- meta-llama/CodeLlama-34b-hf
- meta-llama/CodeLlama-7b-hf
- meta-llama/Llama-2-70b-hf
- meta-llama/Llama-3.1-70B
- meta-llama/Llama-3.1-8B
- meta-llama/Llama-3.1-8B-Instruct
- meta-llama/Llama-3.2-1B
- meta-llama/Llama-3.2-1B-Instruct
- meta-llama/Llama-3.2-3B
- meta-llama/Llama-3.2-3B-Instruct
- meta-llama/Meta-Llama-3-8B
- meta-llama/Meta-Llama-3-8B-Instruct
- meta-llama/Meta-Llama-3.1-8B
- meta-math/MetaMath-Mistral-7B
- microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224
- microsoft/Orca-2-7b
- microsoft/Phi-3-medium-4k-instruct
- microsoft/Phi-3-mini-128k-instruct
- microsoft/Phi-3-mini-4k-instruct
- microsoft/Phi-3.5-vision-instruct
- microsoft/Phi-4-mini-instruct
- microsoft/Phi-4-reasoning
- microsoft/phi-2
- microsoft/phi-4
- migtissera/Tess-3-Llama-3.1-70B
- mistral-community/pixtral-12b
- mistralai/Mistral-7B-Instruct-v0.1
- mistralai/Mistral-7B-Instruct-v0.2
- mistralai/Mistral-7B-Instruct-v0.3
- mistralai/Mistral-7B-v0.1
- mistralai/Mistral-7B-v0.3
- mistralai/Mistral-Nemo-Instruct-2407
- mistralai/Mistral-Small-24B-Instruct-2501
- mistralai/Mistral-Small-Instruct-2409
- mistralai/Mixtral-8x7B-Instruct-v0.1
- mlabonne/NeuralBeagle14-7B
- mlfoundations-dev/openthoughts_plus_glaive_reasoning_100k
- mlfoundations-dev/openthoughts_plus_ioi-cots
- mosaicml/mpt-7b-instruct
- mvpmaster/openchat-3.5-0106-128k-DPO-fixed-32000
- myshell-ai/OpenVoiceV2
- nicoboss/Llama-3.2-1B-Instruct-Uncensored
- nicoboss/OpenThinker2-32B-Uncensored
- nothingiisreal/L3-8B-Celeste-V1.2
- nvidia/Mistral-NeMo-Minitron-8B-Instruct
- nvidia/Nemotron-Research-Reasoning-Qwen-1.5B
- nvidia/OpenCodeReasoning-Nemotron-1.1-14B
- nvidia/OpenCodeReasoning-Nemotron-1.1-32B
- nvidia/OpenCodeReasoning-Nemotron-1.1-7B
- nvidia/OpenCodeReasoning-Nemotron-14B
- nvidia/OpenCodeReasoning-Nemotron-32B
- nvidia/OpenCodeReasoning-Nemotron-32B-IOI
- nvidia/OpenCodeReasoning-Nemotron-7B
- nvidia/OpenMath-Nemotron-1.5B
- nvidia/OpenMath-Nemotron-14B
- nvidia/OpenMath-Nemotron-14B-Kaggle
- nvidia/OpenMath-Nemotron-32B
- nvidia/OpenMath-Nemotron-7B
- nvidia/OpenMath2-Llama3.1-70B
- nvidia/OpenMath2-Llama3.1-8B
- nvidia/OpenReasoning-Nemotron-1.5B
- nvidia/OpenReasoning-Nemotron-14B
- nvidia/OpenReasoning-Nemotron-32B
- nvidia/OpenReasoning-Nemotron-7B
- open-neo/DeepNeo-1-12B-Preview
- open-neo/DeepNeo-1-8B-Preview
- open-neo/Kyro-n1-3B
- open-neo/Kyro-n1-7B
- open-r1/OlympicCoder-32B
- open-r1/OlympicCoder-7B
- open-r1/OpenR1-Distill-7B
- open-r1/OpenR1-Qwen-7B
- open-r1/Qwen2.5-Math-7B-RoPE-300k
- open-thoughts/OpenThinker-32B
- open-thoughts/OpenThinker-32B-Unverified
- open-thoughts/OpenThinker-7B
- open-thoughts/OpenThinker-7B-Unverified
- open-thoughts/OpenThinker2-32B
- open-thoughts/OpenThinker2-7B
- open-thoughts/OpenThinker3-7B
- openGPT-X/Teuken-7B-base-v0.4
- openGPT-X/Teuken-7B-base-v0.6
- openGPT-X/Teuken-7B-instruct-commercial-v0.4
- openGPT-X/Teuken-7B-instruct-research-v0.4
- openai-community/gpt2
- openai-community/gpt2-large
- openai-community/gpt2-medium
- openai-community/gpt2-xl
- openai-community/roberta-base-openai-detector
- openai-community/roberta-large-openai-detector
- openai/clip-vit-base-patch16
- openai/clip-vit-large-patch14
- openai/gpt-oss-120b
- openai/gpt-oss-20b
- openai/whisper-large-v2
- openai/whisper-large-v3
- openai/whisper-tiny
- openbmb/BitCPM4-0.5B
- openbmb/BitCPM4-1B
- openbmb/MiniCPM-Llama3-V-2_5
- openbmb/MiniCPM-V-2
- openbmb/MiniCPM-V-2_6
- openbmb/MiniCPM-o-2_6
- openbmb/MiniCPM3-4B
- openbmb/MiniCPM4-0.5B
- openbmb/MiniCPM4-8B
- openbmb/MiniCPM4-MCP
- openbmb/MiniCPM4-Survey
- openbmb/MiniCPM4.1-8B
- openchat/openchat-3.5-0106
- openchat/openchat_3.5
- opencsg/csg-wukong-ablation-chinese-fineweb-edu
- opencsg/csg-wukong-smoltalk-chinese
- opendiffusionai/XLSD-V0.0
- opendiffusionai/xllsd-alpha0
- opendiffusionai/xlsd32-beta1
- openlm-research/open_llama_3b_v2
- openlm-research/open_llama_7b
- openlm-research/open_llama_7b_v2
- openthaigpt/openthaigpt-1.0.0-7b-chat
- openthaigpt/openthaigpt-r1-32b-instruct
- openthaigpt/openthaigpt1.5-14b-instruct
- openthaigpt/openthaigpt1.5-7b-instruct
- openvla/openvla-7b
- openvla/openvla-7b-prismatic
- primeline/whisper-large-v3-german
- prithivMLmods/Asterope-21-OpenR1
- prithivMLmods/Crux-Qwen3_OpenThinking-4B
- prithivMLmods/Llama-3.1-8B-Open-SFT
- prithivMLmods/Open-R1-Mini-Experimental
- prithivMLmods/Open-Xi-Math-Preview
- prithivMLmods/OpenRHO-2B-Thinker
- prithivMLmods/OpenScienceReasoning-Qwen-e10
- prithivMLmods/QwQ-LCoT2-7B-Instruct
- prithivMLmods/SmolLM2-1.7B-Open-Thought
- projecte-aina/matxa-tts-cat-multiaccent
- proxectonos/Nos_TTS-celtia-vits-graphemes
- proxectonos/Nos_TTS-sabela-vits-phonemes
- sbintuitions/sarashina2.2-3b-instruct-v0.1
- shenzhi-wang/Llama3-70B-Chinese-Chat
- skt/A.X-4.0-Light
- sosoai/hansoldeco-beomi-llama3-8b-ko-v0.1
- sprifi/OpenElisa
- stabilityai/stable-audio-open-1.0
- stabilityai/stable-diffusion-2-1
- stabilityai/stable-diffusion-xl-base-1.0
- stable-diffusion-v1-5/stable-diffusion-v1-5
- stepfun-ai/GOT-OCR2_0
- sumandas/llama3-openhermes-2.5
- t5-small
- taide/Llama3-TAIDE-LX-8B-Chat-Alpha1
- teknium/OpenHermes-13B
- teknium/OpenHermes-2-Mistral-7B
- teknium/OpenHermes-2.5-Mistral-7B
- tiiuae/falcon-7b-instruct
- togethercomputer/RedPajama-INCITE-7B-Chat
- togethercomputer/RedPajama-INCITE-7B-Instruct
- togethercomputer/RedPajama-INCITE-Chat-3B-v1
- togethercomputer/RedPajama-INCITE-Instruct-3B-v1
- udkai/Turdus
- unsloth/DeepSeek-R1-Distill-Llama-8B-unsloth-bnb-4bit
- unsloth/Meta-Llama-3.1-8B
- unsloth/mistral-7b-bnb-4bit
- upstage/SOLAR-10.7B-v1.0
- urchade/gliner_multi-v2.1
- vicgalle/gpt2-open-instruct-v1
- zhangtaolab/plant-dnabert-6mer
- zhangtaolab/plant-dnabert-BPE
- zhangtaolab/plant-dnabert-singlebase
- zhangtaolab/plant-dnagemma-BPE
- zhangtaolab/plant-dnagpt-BPE
- zhangtaolab/plant-dnamamba-BPE
- zhangtaolab/plant-nucleotide-transformer-BPE
0c3107/openjourney
0farecom/roberta-base-openai-detector
0ho/llama-chat-openssl-0220
0ho/llama-chat-openssl-0227
0ho/llama2_openssl_test
0ho/llama_openssl_0227
0xtimmy/Qwen2.5-1.5B-Open-R1-Distill
1038lab/ViT-L-14_openai
1231czx/llama3_sft_openrlhf_continue_dart_1epoch
1231czx/llama3_sft_openrlhf_continue_dart_2epoch
1231czx/llama3_sft_openrlhf_continue_dart_3epoch
1231czx/llama3_sft_openrlhf_uf_step8_015epoch
1rsh/w2v-bert-2.0-gujarati-openslr
229nagibator229/vit_large_patch14_reg4_dinov2.openvla-7b
229nagibator229/vit_so400m_patch14_siglip_224.openvla-7b
22h/open-cabrita3b
2470011-kdw/Llama-3-Open-Ko-8B-kdw-gguf
2470013ckm/Llama-3-Open-Ko-8B-ckm-gguf
2470020-keh/Llama-3-Open-Ko-8B-keh-gguf
2470038-pch/Llama-3-Open-Ko-8B-pch-gguf
2GM/Llama-3-Open-Ko-8B-Instruct-2GM
2GM/Llama-3-Open-Ko-8B-Instruct-2GM-gguf
2GM/Llama-3-Open-Ko-8B-Instruct-2GM-math
2GM/Llama-3-Open-Ko-8B-Instruct-2GM-math-gguf
2GM/Llama-3-Open-Ko-8B-Instruct-linear
2GM/Llama-3-Open-Ko-8B-Instruct-linear-error
2GM/Llama-3-Open-Ko-8B-Instruct-linear-error-gguf
2GM/Llama-3-Open-Ko-8B-Instruct-linear-gguf
2GM/Llama-3-Open-Ko-8B-Instruct-linear-total
2GM/Llama-3-Open-Ko-8B-Instruct-linear-total-gguf
2GM/Llama-3-Open-Ko-8B-Math-LinearEqaution
2GM/Llama-3-Open-Ko-8B-Math-LinearEqaution-gguf
2bytescorp/2b_mt_opennmt_v0.1
2catycm/Qwen2.5-1.5B-Open-R1-Distill
2x/gemma-2-2B-OpenHermes2.5-Arm-AArch64-GGUF
318sure/bigcode-openrail-m
404NotF0und/lunar-llm-open-hermes-7B-10epochs
404NotF0und/lunar-llm-open-hermes-7B-3epoch
49Simoney/OpenBuddy-SpanishLanguageTeacher-7B-merged
84nth08h/gpt_0.125B_global_step3000_openassistant
90dkn0ws/OpenR1-Distill-1.7B
90dkn0ws/OpenR1-Distill-4B
90dkn0ws/OpenR1-Distill-7B
922-CA/OpenMonika-ddlc-7b-v1-GGUF
ABrinkmann/deberta-v3-large-ad-opentag-finetuned-ner-10epochs
ABrinkmann/deberta-v3-large-ad-opentag-finetuned-ner-2epochs
ABrinkmann/deberta-v3-large-ad-opentag-finetuned-ner-5epochs
AHAMED-27/Qwen-Qwen2.5-7B-Instruct-open-assistant-guanaco
AHAMED-27/Qwen2.5-0.5B-openassistant
AI-Engine/OpenHermes-2.5-Mistral-7B-GGUF
AIAT/Pangpuriye-openthaigpt-1.0.0-7b-chat
AIFunOver/Phi-3.5-mini-instruct-openvino-8bit
AIFunOver/Qwen2.5-14B-Instruct-1M-openvino-fp16
AIFunOver/Qwen2.5-Coder-32B-Instruct-openvino-4bit
AIFunOver/Qwen2.5-Coder-32B-Instruct-openvino-fp16
AIFunOver/Sky-T1-32B-Preview-openvino-fp16
AL10/openllama-3b-cacheuk-finetuned
ALEXIOSTER/sft_openassistant-guanaco
AMoustakis/openai-whisper-base-LORA-colab
AQuarterMile/opencpop_visinger1
AQuarterMile/opencpop_visinger2
ARahul2003/TinyLlama-1.1B-Chat-v0.3-OpenAssistant-Guanco
ASethi04/openai-community-gpt2-xl-opc-sft-second-lora-1-0.0001
ASethi04/openai-community-gpt2-xl-opc-sft-second-lora-2-0.0001
ASethi04/openai-community-gpt2-xl-opc-sft-second-lora-4-0.0001
ASethi04/openai-community-gpt2-xl-opc-sft-third-lora-1-0.0001
